"Company
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Broad Bean
Origin",Bean Latitude,Bean Longitude 
Szanto Tibor,Nacional,1668,2015,0.70,Hungary,3.25,,Ecuador,-1.151,-78.308
Szanto Tibor,"Winak, Sumaco",1704,2015,0.70,Hungary,3.75,Forastero (Nacional),Ecuador,-1.151,-78.308
Tejas,"La Bahia, w/ cane juice",817,2012,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Tejas,"La Bahia, w/ cane sugar",825,2012,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Terroir,Ecuador,1482,2015,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Terroir,Ecuador,1323,2014,0.77,U.S.A.,3.25,,Ecuador,-1.151,-78.308
To'ak (Ecuatoriana),Manabi,1418,2014,0.81,Ecuador,3.25,Forastero (Nacional),Ecuador,-1.151,-78.308
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,0.75,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Valrhona,Alpaco,370,2009,0.66,France,3.75,,Ecuador,-1.151,-78.308
Videri,Mindo,1227,2014,0.75,U.S.A.,3.5,,Ecuador,-1.151,-78.308
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,1.00,U.S.A.,2,Forastero (Arriba),Ecuador,-1.151,-78.308
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.90,U.S.A.,2,Forastero (Arriba),Ecuador,-1.151,-78.308
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,0.75,U.S.A.,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,0.65,U.S.A.,3,Forastero (Arriba),Ecuador,-1.151,-78.308
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,0.70,U.S.A.,3.25,,Ecuador,-1.151,-78.308
Woodblock,Ecuador,825,2012,0.70,U.S.A.,2.5,,Ecuador,-1.151,-78.308
Zart Pralinen,UNOCACE,1824,2016,0.70,Austria,2.75,Nacional (Arriba),Ecuador,-1.151,-78.308
Zotter,El Oro,879,2012,0.75,Austria,3,Forastero (Nacional),Ecuador,-1.151,-78.308
Soma,Black Science Blend 1,607,2010,0.70,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru",,
Altus aka Cao Artisan,Conacado,1125,2013,0.60,U.S.A.,3,Trinitario,Dominican Republic,19.01,-70.1685
Amano,Dos Rios,470,2010,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Ambrosia,Dominican Republic,1498,2015,0.75,Canada,3.25,,Dominican Republic,19.01,-70.1685
Anahata,Elvesia,1259,2014,0.75,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Arete,Elvesia,1928,2016,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Artisan du Chocolat,Dominican Republic,363,2009,0.72,U.K.,3.25,Trinitario,Dominican Republic,19.01,-70.1685
Bar Au Chocolat,Duarte Province,983,2012,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Bittersweet Origins,Puerto Plata,414,2009,0.75,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Bittersweet Origins,Puerto Plata,414,2009,0.65,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Bittersweet Origins,Puerto Plata,233,2008,0.68,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Black Mountain,La Red,256,2008,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Blue Bandana,Zorzal Reserva,1756,2016,0.75,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,0.75,France,3.25,,Dominican Republic,19.01,-70.1685
Bowler Man,Conacado,1271,2014,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Brasstown aka It's Chocolate,Conacado,1462,2015,0.68,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Brasstown aka It's Chocolate,Cooproagro,1125,2013,0.72,U.S.A.,3,Trinitario,Dominican Republic,19.01,-70.1685
Brazen,Elvesia P.,1514,2015,0.60,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Brazen,Elvesia P.,1514,2015,0.80,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Bright,Marabel Farms,1231,2014,0.70,Australia,3.5,,Dominican Republic,19.01,-70.1685
Bronx Grrl Chocolate,Dominican Republic,1181,2013,0.68,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,0.75,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,0.75,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Cacao Barry,Santo Domingo,586,2010,0.70,France,3,,Dominican Republic,19.01,-70.1685
Cacao Prieto,"Criollo, Dominican Republic",991,2012,0.72,U.S.A.,3.75,Criollo,Dominican Republic,19.01,-70.1685
Cacao Prieto,"Dominican Republicm, rustic",641,2011,0.72,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Cacao Prieto,Dominican Republic,641,2011,0.66,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Cacao Prieto,"Dominican Republic, rustic",647,2011,0.65,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
C-Amaro,Dominican Republic,1442,2014,0.72,Italy,3,,Dominican Republic,19.01,-70.1685
Castronovo,Elvesia P.,1407,2014,0.70,U.S.A.,2.75,Trinitario,Dominican Republic,19.01,-70.1685
Castronovo,Conacado,1101,2013,0.73,U.S.A.,3.5,Trinitario,Dominican Republic,19.01,-70.1685
Chocolarder,Dominican Republic,1514,2015,0.80,U.K.,2.5,,Dominican Republic,19.01,-70.1685
Chocolate Con Amor,Dominican Republic,1764,2016,0.60,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Chocolate Con Amor,Dominican Republic,1764,2016,0.75,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Chocolate Makers,Tres Hombres,1530,2015,0.75,Amsterdam,3.25,Trinitario,Dominican Republic,19.01,-70.1685
Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Dandelion,"Elvesia, 2011",915,2012,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Dandelion,Dominican Republic,654,2011,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Davis,Rainforest,1093,2013,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
DeVries,Dominican Republic,166,2007,0.77,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Dick Taylor,Elvesia,1235,2014,0.74,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Dick Taylor,La Red,769,2011,0.74,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Duffy's,Dominican Republic,661,2011,0.65,U.K.,3.5,,Dominican Republic,19.01,-70.1685
Dulcinea,Dominican Republic,1506,2015,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
East Van Roasters,Dominican Republic,1343,2014,0.70,Canada,3.75,,Dominican Republic,19.01,-70.1685
Ethereal,Dominican Republic,1275,2014,0.80,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Felchlin,Elvesia P.,105,2006,0.74,Switzerland,3,"Trinitario, Criollo",Dominican Republic,19.01,-70.1685
Finca,Dominican Republic,1283,2014,0.80,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Finca,Dominican Republic,1283,2014,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Finca,Dominican Republic,1287,2014,0.85,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
French Broad,La Red,785,2011,0.65,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Fresco,"Conacado, #223, MR, SC",1030,2013,0.72,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Fresco,"Conacado, #224, MR, MC",1081,2013,0.72,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Fresco,"Conacado, #212, LR, SC",642,2011,0.72,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Fresco,"Conacado, #213, DR, -C",682,2011,0.72,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Fruition,La Red,1046,2013,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Habitual,Dominican Republic,1197,2014,0.75,Canada,3.25,,Dominican Republic,19.01,-70.1685
Holy Cacao,Hispaniola,431,2009,0.70,Israel,2.75,,Dominican Republic,19.01,-70.1685
Holy Cacao,Hispaniola w/ nibs,431,2009,0.75,Israel,3.75,,Dominican Republic,19.01,-70.1685
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,1.00,U.K.,2.75,,Dominican Republic,19.01,-70.1685
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,0.70,U.K.,3,,Dominican Republic,19.01,-70.1685
Hummingbird,Hispaniola,1311,2014,0.70,Canada,3.75,Trinitario,Dominican Republic,19.01,-70.1685
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,0.70,Canada,3.5,,Dominican Republic,19.01,-70.1685
Indaphoria,La Red,821,2012,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Indaphoria,"Conacado, Manifesto",907,2012,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Isidro,Dominican Republic,1279,2014,0.72,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Izard,"Elvesia P., Batch 32",1546,2015,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,0.70,Domincan Republic,3.5,,Dominican Republic,19.01,-70.1685
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.82,Domincan Republic,3,,Dominican Republic,19.01,-70.1685
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,0.55,Domincan Republic,3.25,,Dominican Republic,19.01,-70.1685
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,0.62,Domincan Republic,3.25,,Dominican Republic,19.01,-70.1685
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Kiskadee,"La Red, Guanconjeco",1251,2014,0.60,U.S.A.,3,Trinitario,Dominican Republic,19.01,-70.1685
Kto,Elvesia,1426,2014,0.72,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Kto,ROIG,1426,2014,0.72,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Kyya,Hispaniola,1359,2014,0.73,U.S.A.,3,,Dominican Republic,19.01,-70.1685
L.A. Burdick (Felchlin),Dominican Republic,576,2010,0.74,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,0.66,France,3.5,,Dominican Republic,19.01,-70.1685
Lillie Belle,"The Other One, Grand Cru",947,2012,0.74,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Madre,Dominican,672,2011,0.70,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Maglio,Santo Domingo,308,2008,0.70,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,19.01,-70.1685
Mana,Conacado,821,2012,0.74,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,0.70,Poland,3.25,,Dominican Republic,19.01,-70.1685
Map Chocolate,"ROIG, 2014",1474,2015,0.70,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,19.01,-70.1685
Marsatta,Dominican Republic,1189,2013,0.74,U.S.A.,2.25,,Dominican Republic,19.01,-70.1685
Marsatta,Dominican Republic,1189,2013,0.89,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Mast Brothers,Conacado,777,2011,0.73,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,0.74,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Mast Brothers,"Dominican Republic, Coop",572,2010,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Maverick,Elvesia,1367,2014,0.70,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Meadowlands,Dominican Republic,1291,2014,0.70,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Michel Cluizel,Los Ancones P.,24,2006,0.67,France,4,,Dominican Republic,19.01,-70.1685
Middlebury,Oko Caribe,1490,2015,0.75,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Middlebury,La Red,1117,2013,0.75,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Monarque,Oko Caribe,1812,2016,0.72,Canada,3.5,,Dominican Republic,19.01,-70.1685
Nathan Miller,Hispaniola,1403,2014,0.70,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Nibble,Elvesia P.,1526,2015,0.72,U.S.A.,2.75,Trinitario,Dominican Republic,19.01,-70.1685
Nuance,La Red,1470,2015,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
Olive and Sinclair,Dominican Republic prototype,486,2010,0.72,U.S.A.,3,,Dominican Republic,19.01,-70.1685
organicfair,La Red,1165,2013,0.72,Canada,2.75,,Dominican Republic,19.01,-70.1685
organicfair,Caribe,1165,2013,0.72,Canada,3,,Dominican Republic,19.01,-70.1685
Parliament,Oko Caribe,1255,2014,0.70,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Peppalo,Dominican Republic,1454,2015,0.82,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Pomm (aka Dead Dog),"La Red, 2011",829,2012,0.76,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Pralus,Dominican Republic-Organic,280,2008,0.75,France,2,,Dominican Republic,19.01,-70.1685
Raaka,La Red,785,2011,0.85,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Rogue,"Hispaniola, 2013",1081,2013,0.70,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Rogue,"Hispaniola, 2008",213,2008,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
S.A.I.D.,Samana,615,2010,0.70,Italy,3,,Dominican Republic,19.01,-70.1685
Shark Mountain,ROIG,1466,2015,0.74,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,19.01,-70.1685
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,0.70,Australia,3.5,,Dominican Republic,19.01,-70.1685
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,0.77,Canada,3.75,Trinitario,Dominican Republic,19.01,-70.1685
Soma,"Elvesia P., Black Science",682,2011,0.70,Canada,3.75,Forastero,Dominican Republic,19.01,-70.1685
Soma,Hispaniola,377,2009,0.70,Canada,3,Forastero,Dominican Republic,19.01,-70.1685
Soma,Conacado,387,2009,0.70,Canada,3,Trinitario,Dominican Republic,19.01,-70.1685
Soul,Dominican Republic,1932,2017,0.70,Canada,3.25,,Dominican Republic,19.01,-70.1685
Spagnvola,AgroCriso Plantation,793,2012,0.70,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Spagnvola,AgroCriso Plantation,793,2012,0.80,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Spagnvola,AgroCriso Plantation,793,2012,0.75,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Spencer,Dominican Republic,1932,2017,0.70,U.S.A.,3.75,,Dominican Republic,19.01,-70.1685
SRSLY,Dominican Republic,1113,2013,0.70,U.S.A.,3,,Dominican Republic,19.01,-70.1685
SRSLY,Dominican Republic,1121,2013,0.84,U.S.A.,2.25,,Dominican Republic,19.01,-70.1685
Szanto Tibor,Santo Domingo,939,2012,0.70,Hungary,3.25,,Dominican Republic,19.01,-70.1685
Tabal,Dominican Republic,1101,2013,0.70,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Taza,"Dark, Stone Ground",180,2007,0.70,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Tejas,Presidio,805,2012,0.70,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Tocoti,Dominican Republic,789,2011,0.74,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Treehouse,Conacado,1239,2014,0.72,U.S.A.,3,,Dominican Republic,19.01,-70.1685
twenty-four blackbirds,Dominican Republic,1022,2013,0.68,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
twenty-four blackbirds,Dominican Republic,753,2011,0.73,U.S.A.,2.75,,Dominican Republic,19.01,-70.1685
Un Dimanche A Paris,Dominican Republic,709,2011,0.63,France,3.75,,Dominican Republic,19.01,-70.1685
Undone,Nourish,1438,2014,0.70,U.S.A.,3,,Dominican Republic,19.01,-70.1685
Valrhona,"Loma Sotavento, 2013",1153,2013,0.64,France,3.5,,Dominican Republic,19.01,-70.1685
Valrhona,Tainori,327,2009,0.64,France,3.75,,Dominican Republic,19.01,-70.1685
Videri,Dominican Republic,1211,2014,0.90,U.S.A.,3.25,,Dominican Republic,19.01,-70.1685
Wellington Chocolate Factory,Conacado,1756,2016,0.70,New Zealand,3.5,Trinitario,Dominican Republic,19.01,-70.1685
Woodblock,La Red,769,2011,0.70,U.S.A.,3.5,,Dominican Republic,19.01,-70.1685
Xocolat,Hispaniola,1057,2013,0.66,Domincan Republic,3,,Dominican Republic,19.01,-70.1685
Xocolla,"Hispaniola, batch 170104",1948,2017,0.70,U.S.A.,2.5,,Dominican Republic,19.01,-70.1685
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,0.62,Austria,3.75,,Dominican Republic,19.01,-70.1685
Zotter,Santo Domingo,879,2012,0.70,Austria,3.75,,Dominican Republic,19.01,-70.1685
Bittersweet Origins,2009 Hapa Nibby,502,2010,0.70,U.S.A.,3.75,Blend,"Dominican Rep., Bali",,
Arete,Oko Caribe,1598,2015,0.70,U.S.A.,3.5,,Domincan Republic,19.01,70.1685
Batch,"Dominican Republic, Batch 3",1840,2016,0.65,U.S.A.,3.5,,Domincan Republic,19.01,70.1685
Beehive,"Dominican Republic, Batch 31616",1784,2016,0.70,U.S.A.,2.75,,Domincan Republic,19.01,70.1685
Bellflower,"Oko Caribe, Duarte P.",1864,2016,0.70,U.S.A.,3.5,,Domincan Republic,19.01,70.1685
Castronovo,"Duarte, Batch 360",1570,2015,0.70,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic,19.01,70.1685
Durci,Taino Secret,1630,2015,0.70,U.S.A.,3.25,,Domincan Republic,19.01,70.1685
Forteza (Cortes),Dominican Republic,1776,2016,0.70,Puerto Rico,2.75,,Domincan Republic,19.01,70.1685
Forteza (Cortes),Puerto Rico,1776,2016,0.80,Puerto Rico,2.75,,Domincan Republic,19.01,70.1685
Georgia Ramon,Conacado Coop,1646,2015,0.70,Germany,3.5,Trinitario,Domincan Republic,19.01,70.1685
Georgia Ramon,Conacado Coop,1646,2015,0.80,Germany,3.5,Trinitario,Domincan Republic,19.01,70.1685
Hogarth,Conacado,1712,2016,0.75,New Zealand,3.25,Trinitario,Domincan Republic,19.01,70.1685
Letterpress,"La Red, Guaconejo",1566,2015,0.70,U.S.A.,3.25,,Domincan Republic,19.01,70.1685
Mayacama,Hispaniola,1728,2016,0.72,U.S.A.,3,,Domincan Republic,19.01,70.1685
Molucca,La Red,1614,2015,0.70,U.S.A.,3,,Domincan Republic,19.01,70.1685
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,0.71,U.S.A.,2.75,,Domincan Republic,19.01,70.1685
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,0.70,U.S.A.,3.75,,Domincan Republic,19.01,70.1685
Seaforth,Dominican Republic,1658,2015,0.70,U.K.,2.75,,Domincan Republic,19.01,70.1685
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,0.85,U.K.,2.75,,Domincan Republic,19.01,70.1685
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,0.62,Canada,3.5,,Domincan Republic,19.01,70.1685
Spencer,"Dominican Republic, lot D82R",1792,2016,0.70,Australia,3.5,,Domincan Republic,19.01,70.1685
Starchild,Hispaniola,1692,2015,0.70,U.S.A.,3,,Domincan Republic,19.01,70.1685
Terroir,Oko Caribe,1554,2015,0.70,U.S.A.,3.5,,Domincan Republic,19.01,70.1685
twenty-four blackbirds,Oko Caribe,1700,2015,0.75,U.S.A.,2.75,,Domincan Republic,19.01,70.1685
Vivra,Dominican Republic,1724,2016,0.70,U.S.A.,3,,Domincan Republic,19.01,70.1685
Zak's,"Dominican Republic, Batch D2",1578,2015,0.70,U.S.A.,3.25,,Domincan Republic,19.01,70.1685
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,0.70,Canada,4,Blend,"Dom. Rep., Madagascar",,
A. Morin,Cuba,1315,2014,0.70,France,3.5,,Cuba,20.571,-76.456
Benoit Nihant,Baracoa,1141,2013,0.74,Belgium,3.5,Trinitario,Cuba,20.571,-76.456
Bonnat,Cuba,629,2011,0.75,France,3.5,Trinitario,Cuba,20.571,-76.456
C-Amaro,Cuba,1442,2014,0.75,Italy,2.5,,Cuba,20.571,-76.456
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,0.75,France,3,,Cuba,20.571,-76.456
Laia aka Chat-Noir,Cuba,1434,2014,0.70,France,2.75,,Cuba,20.571,-76.456
Maglio,Cuba,308,2008,0.70,Italy,3.25,Criollo,Cuba,20.571,-76.456
Pierre Marcolini,"Baracoa, Cuba",516,2010,0.78,Belgium,3.75,"Criollo, Forastero",Cuba,20.571,-76.456
Pralus,Cuba,99,2006,0.75,France,3,Trinitario,Cuba,20.571,-76.456
Szanto Tibor,Baracoa,1704,2015,0.88,Hungary,3.25,Trinitario,Cuba,20.571,-76.456
Szanto Tibor,Baracoa,1263,2014,0.70,Hungary,3.75,Trinitario,Cuba,20.571,-76.456
Arete,"Coto Brus, Terciopelo",1908,2016,0.70,U.S.A.,4,,Costa Rica,10.126,-84.075
Artisan du Chocolat,Costa Rica,600,2010,0.72,U.K.,3.25,,Costa Rica,10.126,-84.075
Baravelli's,single estate,955,2012,0.80,Wales,2.75,,Costa Rica,10.126,-84.075
Belcolade,Costa Rica,586,2010,0.64,Belgium,2.75,,Costa Rica,10.126,-84.075
Bisou,"San Andres, American style",1486,2015,0.76,U.S.A.,2.5,,Costa Rica,10.126,-84.075
Bisou,"San Andres, silk",1486,2015,0.78,U.S.A.,2.5,,Costa Rica,10.126,-84.075
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,0.72,Costa Rica,3.25,,Costa Rica,10.126,-84.075
Caribeans,Anselmo Paraiso Estate,1586,2015,0.72,Costa Rica,3.5,,Costa Rica,10.126,-84.075
Caribeans,Costa Rica,841,2012,0.72,Costa Rica,3,Forastero,Costa Rica,10.126,-84.075
Caribeans,Costa Rica,845,2012,0.80,Costa Rica,2.75,Forastero,Costa Rica,10.126,-84.075
Chequessett,la Amistad,1235,2014,0.70,U.S.A.,3.5,,Costa Rica,10.126,-84.075
Dandelion,Upala,805,2012,0.70,U.S.A.,3,,Costa Rica,10.126,-84.075
Dean and Deluca (Belcolade),Costa Rica,175,2007,0.64,U.S.A.,3,,Costa Rica,10.126,-84.075
DeVries,Costa Rica,166,2007,0.77,U.S.A.,3.5,Trinitario,Costa Rica,10.126,-84.075
Escazu,Guapiles,414,2009,0.65,U.S.A.,2,,Costa Rica,10.126,-84.075
Frederic Blondeel,Costa Rica,1538,2015,0.70,Belgium,3.5,,Costa Rica,10.126,-84.075
French Broad,San Andres,1209,2014,0.80,U.S.A.,3,,Costa Rica,10.126,-84.075
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,0.74,U.S.A.,4,Amazon mix,Costa Rica,10.126,-84.075
Fruition,Signature Blend,753,2011,0.66,U.S.A.,3.25,Trinitario,Costa Rica,10.126,-84.075
Fruition,Costa Rica,781,2011,0.70,U.S.A.,3,,Costa Rica,10.126,-84.075
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,0.74,U.S.A.,3.5,Amazon mix,Costa Rica,10.126,-84.075
Letterpress,San Andres,1566,2015,0.70,U.S.A.,3,,Costa Rica,10.126,-84.075
Madre,Upala,693,2011,0.70,U.S.A.,2.75,,Costa Rica,10.126,-84.075
Manoa,Coto Brus,1522,2015,0.72,U.S.A.,3.75,,Costa Rica,10.126,-84.075
Mars,"Matina 1-6, prototype",537,2010,0.65,U.S.A.,3,,Costa Rica,10.126,-84.075
Nahua,"Costa Rica, Oscuro",1049,2013,0.58,Costa Rica,2.5,,Costa Rica,10.126,-84.075
Nahua,"Costa Rica, Oscuro",1049,2013,0.70,Costa Rica,3,,Costa Rica,10.126,-84.075
Potomac,Upala w/ nibs,647,2011,0.70,U.S.A.,3.5,Matina,Costa Rica,10.126,-84.075
Potomac,"Upala, Batch 18",654,2011,0.70,U.S.A.,3,Matina,Costa Rica,10.126,-84.075
Potomac,"Upala, Batch 12",607,2010,0.82,U.S.A.,3.75,Matina,Costa Rica,10.126,-84.075
Ritual,Costa Rica,745,2011,0.75,U.S.A.,3.5,,Costa Rica,10.126,-84.075
Roasting Masters,"La Dorado, light roast",1844,2016,0.70,South Korea,3.25,,Costa Rica,10.126,-84.075
Roasting Masters,"Tapanti, light roast",1844,2016,0.70,South Korea,3.25,,Costa Rica,10.126,-84.075
Roasting Masters,Maleku,1844,2016,0.70,South Korea,3.25,,Costa Rica,10.126,-84.075
Sibu,Oro,1586,2015,0.82,Costa Rica,3.25,,Costa Rica,10.126,-84.075
Sibu,Oscuro,1586,2015,0.70,Costa Rica,3.5,,Costa Rica,10.126,-84.075
Tabal,Costa Rica,1101,2013,0.70,U.S.A.,2.75,,Costa Rica,10.126,-84.075
Woodblock,Costa Rica,825,2012,0.70,U.S.A.,3,,Costa Rica,10.126,-84.075
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,0.74,U.S.A.,2.75,,"Cost Rica, Ven",,
Artisan du Chocolat,Congo,300,2008,0.72,U.K.,3.75,Forastero,Congo,-4.322,15.307
Blanxart,"Congo, Grand Cru",1046,2013,0.82,Spain,3.5,Forastero,Congo,-4.322,15.307
Cacao Sampaka,"Mahali, Kasai",1908,2016,0.70,Spain,3.5,Criollo,Congo,-4.322,15.307
Chocolate Makers,"Congo, Gorilla bar",1530,2015,0.68,Amsterdam,3.5,Forastero,Congo,-4.322,15.307
Ocelot,Virunga,1558,2015,0.70,Scotland,3.75,Forastero,Congo,-4.322,15.307
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,0.70,Switzerland,3,Forastero,Congo,-4.322,15.307
Raaka,Virunga,1708,2015,0.75,U.S.A.,2.75,Forastero,Congo,-4.322,15.307
Theo,Congo w/ nibs,903,2012,0.65,U.S.A.,3.25,Forastero,Congo,-4.322,15.307
Zotter,"Kongo, Highlands",883,2012,0.68,Austria,3.25,Forastero,Congo,-4.322,15.307
Zotter,Congo,749,2011,0.65,Austria,3,Forastero,Congo,-4.322,15.307
Luker,Selva,552,2010,0.46,Colombia,2.75,,"Colombia, Ecuador",,
Luker,Macondo,552,2010,0.60,Colombia,3,,"Colombia, Ecuador",,
Luker,Misterio,552,2010,0.58,Colombia,3,,"Colombia, Ecuador",,
A. Morin,Colombie,1015,2013,0.70,France,2.75,,Colombia,3.794,-73.606
Artisan du Chocolat,"Colombia, Casa Luker",947,2012,0.72,U.K.,3.75,,Colombia,3.794,-73.606
